FIRST_OCCURRENCE_DATE,OFFENSE_TYPE_ID,OFFENSE_CATEGORY_ID,GEO_LON,GEO_LAT,DISTRICT_ID,NEIGHBORHOOD_ID,DAY
2009-01-02 21:59:59,theft-items-from-vehicle,theft-from-motor-vehicle,-104.9749946,39.7677041,2,five-points,Friday
2009-01-02 21:59:59,burglary-business-by-force,burglary,-105.04369080000001,39.7726381,1,berkeley,Friday
2009-01-02 21:59:59,theft-items-from-vehicle,theft-from-motor-vehicle,-104.9852973,39.7535814,6,five-points,Friday
2009-01-02 21:59:59,theft-items-from-vehicle,theft-from-motor-vehicle,-104.9749946,39.7677041,2,five-points,Friday
2009-01-02 21:59:59,theft-of-motor-vehicle,auto-theft,-104.9149857,39.655945200000005,3,hampden,Friday
2009-01-02 21:59:59,criminal-mischief-mtr-veh,public-disorder,-104.97905540000001,39.749738,6,five-points,Friday
2009-01-02 22:15:00,burglary-business-by-force,burglary,-105.0331203,39.69958079999999,4,westwood,Friday
2009-01-02 22:30:00,theft-of-motor-vehicle,auto-theft,-105.01994199999999,39.7276917,1,sun-valley,Friday
2009-01-02 22:44:59,theft-items-from-vehicle,theft-from-motor-vehicle,-104.80423640000001,39.7870321,5,gateway-green-valley-ranch,Friday
2009-01-02 23:00:00,theft-items-from-vehicle,theft-from-motor-vehicle,-104.9749946,39.7677041,2,five-points,Friday
2009-01-02 23:00:00,criminal-mischief-mtr-veh,public-disorder,-104.9677646,39.7238435,3,country-club,Friday
2009-01-02 23:00:00,criminal-mischief-mtr-veh,public-disorder,-105.0501634,39.699254700000004,4,westwood,Friday
2009-01-02 23:00:00,criminal-mischief-mtr-veh,public-disorder,-104.97729890000001,39.767340999999995,2,five-points,Friday
2009-01-02 23:00:00,criminal-mischief-other,public-disorder,-105.0207989,39.7890953,1,chaffee-park,Friday
2009-01-02 23:15:00,theft-items-from-vehicle,theft-from-motor-vehicle,-105.0282697,39.6926323,4,mar-lee,Friday
2009-01-02 23:16:59,theft-of-services,larceny,-104.8457647,39.782641600000005,5,montbello,Friday
2009-01-02 23:29:59,criminal-mischief-mtr-veh,public-disorder,-104.9871933,39.718515999999994,3,speer,Friday
2009-01-02 23:29:59,criminal-mischief-mtr-veh,public-disorder,-104.88484440000002,39.7375911,2,east-colfax,Friday
2009-01-02 23:45:00,theft-items-from-vehicle,theft-from-motor-vehicle,-104.99791100000002,39.7314678,1,lincoln-park,Friday
2009-01-02 23:49:59,theft-items-from-vehicle,theft-from-motor-vehicle,-104.9874999,39.7193684,3,baker,Friday
2009-01-03 00:00:00,theft-of-services,larceny,-104.8324086,39.7787755,5,montbello,Saturday
2009-01-03 00:00:00,burglary-poss-of-tools,burglary,-105.0258102,39.7873614,1,regis,Saturday
2009-01-03 00:00:00,burglary-residence-by-force,burglary,-104.94760159999998,39.7344434,2,congress-park,Saturday
2009-01-03 00:24:59,aggravated-assault,aggravated-assault,-104.9808041,39.751327,6,five-points,Saturday
2009-01-03 00:30:00,aggravated-assault-dv,aggravated-assault,-104.9253933,39.662766600000005,3,university-hills,Saturday
2009-01-03 00:49:59,theft-items-from-vehicle,theft-from-motor-vehicle,-104.98773999999999,39.7176427,3,baker,Saturday
2009-01-03 00:59:59,burglary-residence-by-force,burglary,-105.0035209,39.7375971,1,lincoln-park,Saturday
2009-01-03 01:09:59,robbery-street,robbery,-104.97728659999999,39.7647027,2,five-points,Saturday
2009-01-03 01:30:00,criminal-mischief-mtr-veh,public-disorder,-104.93584399999999,39.7418355,2,south-park-hill,Saturday
2009-01-03 01:48:59,forgery-posses-forge-device,white-collar-crime,-105.02446499999999,39.748574100000006,1,jefferson-park,Saturday
2009-01-03 01:50:00,weapon-by-prev-offender-powpo,all-other-crimes,-104.99198030000001,39.754552000000004,6,five-points,Saturday
2009-01-03 02:49:59,criminal-mischief-mtr-veh,public-disorder,-104.9726598,39.734286600000004,6,cheesman-park,Saturday
2009-01-03 03:00:00,sex-aslt-rape,sexual-assault,-104.9804209,39.7608074,2,five-points,Saturday
2009-01-03 03:59:59,robbery-street,robbery,-104.96261580000001,39.735575299999994,6,cheesman-park,Saturday
2009-01-03 04:30:00,criminal-mischief-mtr-veh,public-disorder,-104.9695517,39.7686625,2,cole,Saturday
2009-01-03 04:30:00,theft-of-motor-vehicle,auto-theft,-105.0082662,39.706408700000004,4,athmar-park,Saturday
2009-01-03 06:00:00,theft-of-motor-vehicle,auto-theft,-104.89223899999999,39.6614467,3,hampden,Saturday
2009-01-03 06:30:00,burglary-residence-no-force,burglary,-104.9108992,39.762873799999994,2,northeast-park-hill,Saturday
2009-01-03 07:02:00,criminal-mischief-mtr-veh,public-disorder,-104.9749119,39.684697299999996,3,platt-park,Saturday
2009-01-03 08:00:00,agg-aslt-police-weapon,all-other-crimes,-104.86521019999999,39.7661228,5,stapleton,Saturday
2009-01-03 08:00:00,theft-from-bldg,larceny,-104.89727309999999,39.74575120000001,2,east-colfax,Saturday
2009-01-03 09:00:00,burglary-residence-no-force,burglary,-104.7640987,39.777780799999995,5,gateway-green-valley-ranch,Saturday
2009-01-03 09:30:00,burglary-residence-no-force,burglary,-104.88838899999999,39.7392869,2,east-colfax,Saturday
2009-01-03 09:30:00,burglary-residence-by-force,burglary,-104.73846800000001,39.782619700000005,5,gateway-green-valley-ranch,Saturday
2009-01-03 09:33:00,violation-of-restraining-order,all-other-crimes,-104.8355562,39.777774799999996,5,montbello,Saturday
2009-01-03 09:59:59,theft-items-from-vehicle,theft-from-motor-vehicle,-104.98572079999998,39.7612946,2,five-points,Saturday
2009-01-03 11:19:59,criminal-mischief-mtr-veh,public-disorder,-104.9803351,39.761828200000004,2,five-points,Saturday
2009-01-03 11:29:59,forgery-checks,white-collar-crime,-104.9034331,39.778303,5,stapleton,Saturday
2009-01-03 12:00:00,theft-other,larceny,-104.986553,39.7418975,6,north-capitol-hill,Saturday
2009-01-03 12:00:00,harassment-sexual-in-nature,public-disorder,-104.97370169999999,39.7096331,3,washington-park-west,Saturday
2009-01-03 12:30:00,drug-methampetamine-possess,drug-alcohol,-104.91932720000001,39.7691804,2,northeast-park-hill,Saturday
2009-01-03 12:45:00,criminal-mischief-mtr-veh,public-disorder,-104.90178689999999,39.652260299999995,3,hampden-south,Saturday
2009-01-03 12:59:59,burglary-residence-no-force,burglary,-105.00699070000002,39.7852554,1,chaffee-park,Saturday
2009-01-03 13:19:59,aggravated-assault,aggravated-assault,-105.0251367,39.725541299999996,1,barnum,Saturday
2009-01-03 13:30:00,harassment-stalking-dv,public-disorder,-104.97906440000001,39.738951899999996,6,capitol-hill,Saturday
2009-01-03 13:30:00,theft-of-motor-vehicle,auto-theft,-104.9199721,39.6757584,3,goldsmith,Saturday
2009-01-03 14:15:00,theft-other,larceny,-104.6740484,39.851926,7,dia,Saturday
2009-01-03 15:00:00,theft-other,larceny,-105.0026568,39.769699200000005,1,sunnyside,Saturday
2009-01-03 15:00:00,theft-items-from-vehicle,theft-from-motor-vehicle,-104.8583353,39.6583125,3,kennedy,Saturday
2009-01-03 15:00:00,pawn-broker-viol,all-other-crimes,-105.0026568,39.769699200000005,1,sunnyside,Saturday
2009-01-03 15:59:59,fraud-identity-theft,white-collar-crime,-104.8503679,39.781989,5,montbello,Saturday
2009-01-03 16:54:59,robbery-residence,robbery,-104.981796,39.7509031,6,five-points,Saturday
2009-01-03 17:00:00,criminal-mischief-other,public-disorder,-104.8404857,39.7802348,5,montbello,Saturday
2009-01-03 17:29:59,burglary-residence-by-force,burglary,-104.9479753,39.7416378,2,city-park,Saturday
2009-01-03 18:00:00,theft-parts-from-vehicle,theft-from-motor-vehicle,-104.9773706,39.758199600000005,2,five-points,Saturday
2009-01-03 18:00:00,theft-items-from-vehicle,theft-from-motor-vehicle,-105.07988329999999,39.635346399999996,4,marston,Saturday
2009-01-03 18:14:59,theft-items-from-vehicle,theft-from-motor-vehicle,-104.990785,39.7080529,3,baker,Saturday
